"","company.source.no","filename","st.addr","city.addr","zip.addr","facility.name","cas_code","cas_name","unit_a","unit_b","unit_c","total_data_a","total_data_b","total_data_c"
"546","03-2505","032505Orch","13963 Fir street ","Oregon City","97045","Orchid Othropedic Solutions"," 7647-01-0"," hydrochloric acid"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,32,32
"547","03-2505","032505Orch","13963 Fir street ","Oregon City","97045","Orchid Othropedic Solutions"," 7697-37-2"," nitric acid"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,17.64,17.64
"548","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 107-02-8"," acrolein"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.25,135.038,166.1
"549","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0068,1.0948,2.04
"550","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 110-54-3"," hexane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6,579.6,1080
"551","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 120-12-7"," anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.8e-06,0.0007728,0.00144
"552","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 123-38-6"," propionaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.55,203.05,127.1
"553","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 129-00-0"," pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1e-05,0.00161,0.003
"554","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 1313-27-5"," molybdenum trioxide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0022,0.3542,0.66
"555","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 1333-82-0"," chromium trioxide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0028,0.4508,0.84
"556","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 191-24-2"," benzo[g,h,i]perylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-06,0.0003864,0.00072
"557","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 193-39-5"," indeno[1,2,3-cd]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-06,0.0005796,0.00108
"558","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 205-99-2"," benzo[b]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-06,0.0005796,0.00108
"559","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 206-44-0"," fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6e-06,0.000966,0.0018
"560","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 207-08-9"," benzo[k]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-06,0.0005796,0.00108
"561","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 208-96-8"," acenaphthylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-06,0.0005796,0.00108
"562","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 218-01-9"," chrysene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-06,0.0005796,0.00108
"563","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 25321-22-6"," dichlorobenzenes (mixed isomers) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0024,0.3864,0.72
"564","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 50-00-0"," formaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.95,242.454,313.4
"565","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 50-32-8"," benzo[a]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-06,0.0003864,0.00072
"566","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 53-70-3"," dibenz[a,h]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-06,0.0003864,0.00072
"567","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 56-49-5"," 3-methylcholanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-06,0.0005796,0.00108
"568","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 56-55-3"," benz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-06,0.0005796,0.00108
"569","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 57-97-6"," 7,12-dimethylbenz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.2e-05,0.005152,0.0096
"570","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 67-56-1"," methanol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",160,8781.96,10792
"571","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0042,0.6762,1.26
"572","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7439-96-5"," manganese"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00076,0.12236,0.228
"573","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7439-97-6"," mercury"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00052,0.08372,0.156
"574","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7440-02-0"," nickel"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0042,0.6762,1.26
"575","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7440-38-2"," arsenic"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4e-04,0.0644,0.12
"576","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7440-39-3"," barium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0088,1.4168,2.64
"577","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7440-41-7"," beryllium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2.4e-05,0.003864,0.0072
"578","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7440-43-9"," cadmium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0022,0.3542,0.66
"579","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7440-48-4"," cobalt"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.000168,0.027048,0.0504
"580","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7440-50-8"," copper and compounds"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0017,0.2737,0.51
"581","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7440-62-2"," vanadium (fume or dust)"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0046,0.7406,1.38
"582","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7440-66-6"," zinc"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.058,9.338,17.4
"583","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 75-07-0"," acetaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",170,10990.34,13528
"584","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 7782-49-2"," selenium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.8e-05,0.007728,0.0144
"585","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 83-32-9"," acenaphthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.6e-06,0.0005796,0.00108
"586","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 85-01-8"," phenanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.5e-05,0.005635,0.0105
"587","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 86-73-7"," fluorene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5.6e-06,0.0009016,0.00168
"588","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 91-20-3"," naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00122,0.19642,0.366
"589","03-2533","03-2533_In","15555 S. Highway 211","Molalla","97038","Interfor US Inc. – Molalla Division"," 91-57-6"," 2-methyl naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",4.9e-05,0.007889,0.0147
"590","03-2624","032624-2Or","4909 SE International Way","Milwaukie","97222","Blount Inc."," 7439-92-1"," lead"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.002,0.0812509028521888,0.0975010834226266
"591","03-2631","032631Eagl","23123 SE Eagle Creek Road PO Box 250","Eagle Creek","97022","Eagle Foundry Co."," 7439-96-5"," manganese"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,9,0
"592","03-2631","032631Eagl","23123 SE Eagle Creek Road PO Box 250","Eagle Creek","97022","Eagle Foundry Co."," 7440-02-0"," nickel"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0,2,0
"593","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 100-41-4"," ethyl benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0238,26.298,28.690265
"594","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 100-42-5"," styrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.212,518.022,566.982658
"595","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 106-99-0"," 1,3-butadiene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0032,7.8192,8.5582288
"596","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 107-02-8"," acrolein"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0054,0,0
"597","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.103,129.33,141.195325
"598","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 108-95-2"," phenol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.05,122.175,133.722325
"599","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 110-54-3"," hexane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0092,1.242,1.2972
"600","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 115-07-1"," propylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.06,143.1,149.46
"601","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 1313-27-5"," molybdenum trioxide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0665226474706028,15.3565053965382,0
"602","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 1313-99-1"," nickel oxide"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.371778124,721.59565793796,11.4118933620504
"603","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 1330-20-7"," xylenes (mixed) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0394,5.319,5.5554
"604","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 18540-29-9"," chromium vi"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.03036503126,5.97527892856073,0.276440198925931
"605","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 50-00-0"," formaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0646,101.061,110.44646
"606","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 67-56-1"," methanol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0033,8.06355,8.82567345
"607","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 67-63-0"," isopropyl alcohol"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1,26.2,26.2
"608","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.2876,675.972,739.782834
"609","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 7429-90-5"," aluminum"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.000434450751141267,4.51313655842044,4.49668637426632
"610","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 7439-92-1"," lead"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",7.47353999999984e-05,0,0
"611","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 7439-96-5"," manganese"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0164512241199999,1.680820769824,1.48110938779876
"612","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 7439-97-6"," mercury"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.64247499999999e-06,0,0
"613","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 7440-02-0"," nickel"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.208626876,103.72459751404,88.8749455454295
"614","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 7440-38-2"," arsenic"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3.60035999999994e-05,0,0
"615","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 7440-43-9"," cadmium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.20011999999998e-05,0,0
"616","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 7440-48-4"," cobalt"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.5257241058,36.3500442332,29.005302775778
"617","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 7440-50-8"," copper and compounds"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.013731705498242,1.50533492790078,0.229845456860245
"618","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 75-07-0"," acetaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0102,10.611,11.571986
"619","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 80-62-6"," methyl methacrylate"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.062,151.497,165.815683
"620","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 91-20-3"," naphthalene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0906,219.996,240.784785
"621","03-2674","032674-1PC","13340 SE 84th Ave.","Clackamas","97015","PCC Structurals Inc. SSBO"," 92-52-4"," biphenyl"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.001,2.4435,2.6744465
"622","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 108-88-3"," toluene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0034,0.0437002,0.0584324
"623","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 110-54-3"," hexane"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.8,23.1354,30.9348
"624","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 120-12-7"," anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.2e-06,1.54236e-05,2.06232e-05
"625","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 129-00-0"," pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5e-06,6.4265e-05,0.00110445829
"626","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 191-24-2"," benzo[g,h,i]perylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6e-07,7.7118e-06,1.03116e-05
"627","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 193-39-5"," indeno[1,2,3-cd]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9e-07,1.15677e-05,0.0001988024922
"628","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 205-99-2"," benzo[b]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9e-07,1.15677e-05,1.54674e-05
"629","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 206-44-0"," fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",3e-06,3.8559e-05,5.1558e-05
"630","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 207-08-9"," benzo[k]fluoranthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9e-07,1.15677e-05,1.54674e-05
"631","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 208-96-8"," acenaphthylene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9e-07,1.15677e-05,1.54674e-05
"632","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 218-01-9"," chrysene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9e-07,1.15677e-05,1.54674e-05
"633","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 25321-22-6"," dichlorobenzenes (mixed isomers) including:"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0012,0.0154236,0.0206232
"634","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 50-00-0"," formaldehyde"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.075,0.963975,1.28895
"635","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 50-32-8"," benzo[a]pyrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6e-07,7.7118e-06,1.03116e-05
"636","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 53-70-3"," dibenz[a,h]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6e-07,7.7118e-06,1.03116e-05
"637","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 56-49-5"," 3-methylcholanthrene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9e-07,1.15677e-05,1.54674e-05
"638","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 56-55-3"," benz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9e-07,1.15677e-05,1.54674e-05
"639","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 57-97-6"," 7,12-dimethylbenz[a]anthracene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8e-06,0.000102824,0.000137488
"640","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 71-43-2"," benzene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0021,0.0269913,0.0360906
"641","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7439-92-1"," lead"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",5e-04,0.0064265,0.008593
"642","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7439-96-5"," manganese"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00038,0.00488414,0.00653068
"643","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7439-97-6"," mercury"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00026,0.00334178,0.00446836
"644","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7440-02-0"," nickel"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0021,0.0269913,0.0360906
"645","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7440-38-2"," arsenic"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",2e-04,0.0025706,0.0034372
"646","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7440-39-3"," barium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0044,0.0565532,0.0756184
"647","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7440-41-7"," beryllium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",6e-06,7.7118e-05,0.000103116
"648","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7440-43-9"," cadmium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.0011,0.0141383,0.0189046
"649","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7440-48-4"," cobalt"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",8.4e-05,0.001079652,0.001443624
"650","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7440-50-8"," copper and compounds"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.00085,0.01092505,0.0146081
"651","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7440-66-6"," zinc"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",0.029,0.372737,0.498394
"652","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 7782-49-2"," selenium"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",1.2e-05,0.000154236,0.000206232
"653","03-2719","032719Geor","505 NE 3rd Avenue","Canby","97103","Georgia-Pacific Gypsum LLC"," 83-32-9"," acenaphthene"," ef (lb/unit)"," 2016 emissions (lbs/yr)"," pmy emissions (lbs/yr)",9e-07,1.15677e-05,1.54674e-05
