"company_name","address","key","in_deq","in_storage"
"WRIGHT BUSINESS GRAPHICS","18440 NE SAN RAFAEL ST, PORTLAND, OR 97230","onsite_storage_002126",NA,1
"M & N PLASTICS","38 SE 97TH, PORTLAND, OR 97216","onsite_storage_002141",NA,1
"PORTLAND CITY OF","SUBSTN SEWAGE PMP STN, SUBSTATION, OR 97000","onsite_storage_066051",NA,1
"LEVEL 3 COMMUNICATIONS INC","1335 NW NORTHRUP, PORTLAND, OR 97209","onsite_storage_082693",NA,1
"HEXION INC","10915 N LOMBARD ST, PORTLAND, OR 97203","onsite_storage_003333",NA,1
"AAA PRECIOUS METALS","9908 SE ASH ST, PORTLAND, OR 97216","onsite_storage_003461",NA,1
"GUTTERMANS SUPPLY CORP OF AMER","1620 NE ARGYLE DR, PORTLAND, OR 97211","onsite_storage_022303",NA,1
"IMPERIAL BROWN INC","2271 NE 194TH AVE, PORTLAND, OR 97230","onsite_storage_003437",NA,1
"UNITED AIRLINES","8121 NE AIRPORT WAY, PORTLAND, OR 97218","onsite_storage_062392",NA,1
"DIVERSIFIED MARINE INC","1801 N MARINE DR, PORTLAND, OR 97217","onsite_storage_022914",NA,1
"B C GRAPHIC","3155 NW YEON AVE, PORTLAND, OR 97210","onsite_storage_022901",NA,1
"PORTLAND BOLT & MFG CO","3441 NW GUAM, PORTLAND, OR 97210","onsite_storage_003786",NA,1
"PORTLAND COMMUNITY COLLEGE","705 N KILLINGSWORTH, PORTLAND, OR 97217","onsite_storage_020736",NA,1
"ROCKTENN CP LLC","9930 N BURGARD WAY, PORTLAND, OR 97203","onsite_storage_003929",NA,1
"EASTMORELAND GOLF COURSE","2659 SE TACOMA, PORTLAND, OR 97202","onsite_storage_041787",NA,1
"CORBETT WATER DISTRICT","48000 SE DONAHUE RD, CORBETT, OR 97019","onsite_storage_062264",NA,1
"EVONIK CORPORATION","19250 NE PORTAL WAY, PORTLAND, OR 97230","onsite_storage_081907",NA,1
"BROADMOOR GOLF COURSE","3509 NE COLUMBIA BLVD, PORTLAND, OR 97211","onsite_storage_041835",NA,1
"GLENDOVEER GOLF LLC","14015 NE GLISAN ST, PORTLAND, OR 97230","onsite_storage_041833",NA,1
"COMCAST CABLE COMMUNICATIONS","540 SW HALSEY, TROUTDALE, OR 97060","onsite_storage_081741",NA,1
"ERVIN ENVIRONMENTAL OPERATIONS","MULTNOMAH FLLS WWTP I84EXIT 31, CORBETT, OR 97010","onsite_storage_082116",NA,1
"FLEETWASH INC","5430 COLUMBIA CT, PORTLAND, OR 97203","onsite_storage_029588",NA,1
"A-1 RENTAL","6412 NE SANDY BLVD, PORTLAND, OR 97213","onsite_storage_062346",NA,1
"MOUNTAIN VIEW PRODUCTS LLC","464 NE 219TH AVE, GRESHAM, OR 97030","onsite_storage_066257",NA,1
"INK SYSTEMS INC","2901 NW FRONT AVE STE G, PORTLAND, OR 97210","onsite_storage_031399",NA,1
"PCC STRUCTURALS INC","9169 SE 67TH, PORTLAND, OR 97206","onsite_storage_022287",NA,1
"AMERICAN INKS AND COATINGS CO","2669 NE RIVERSIDE WAY, PORTLAND, OR 97211","onsite_storage_031401",NA,1
"BLOCK GRAPHICS INC","5822 NE SKYPORT WAY, PORTLAND, OR 97218","onsite_storage_003769",NA,1
"MOUNT HOOD SOLUTIONS","14546 N LOMBARD ST, PORTLAND, OR 97203","onsite_storage_003764",NA,1
"LATITUDES","2425 NE RIVERSIDE WAY, PORTLAND, OR 97211","onsite_storage_029755",NA,1
"UNITED RENTALS NORTHWEST INC","5111 NE 82ND AVE, PORTLAND, OR 97220","onsite_storage_035143",NA,1
"OREGON AIRE INC","7715 NE 33RD DR STE A, PORTLAND, OR 97211","onsite_storage_069148",NA,1
"PELLA VINYL","18600 NE WILKES RD, PORTLAND, OR 97230","onsite_storage_002621",NA,1
"M & N PLASTICS","49 SE 97TH AVE, PORTLAND, OR 97216","onsite_storage_087691",NA,1
"BODEN STORE FIXTURES INC","10733 NE MARX BLDG 8, PORTLAND, OR 97220","onsite_storage_002649",NA,1
"ESSENTIAL WHOLESALE","2211 NW NICOLAI ST, PORTLAND, OR 97210","onsite_storage_089183",NA,1
"CONTAINER MANAGEMENT SERVICES","10103 NE MARX, PORTLAND, OR 97220","onsite_storage_003001",NA,1
"AMERICAN HEATING","5035 SE 24TH AVE, PORTLAND, OR 97202","onsite_storage_088946",NA,1
"DITCHWITCH NORTHWEST","7909 N UPLAND DR, PORTLAND, OR 97203","onsite_storage_034901",NA,1
"PPV INC","4927 NW FRONT AVE, PORTLAND, OR 97210","onsite_storage_088364",NA,1
"MACS RADIATOR & REPAIR","4320 SE 62ND, PORTLAND, OR 97206","onsite_storage_088332",NA,1
"MOVENTAS INC","8823 N HARBORGATE, PORTLAND, OR 97203","onsite_storage_088230",NA,1
"SCENIC FRUIT COMPANY","7510 SE ALTMAN RD, GRESHAM, OR 97080","onsite_storage_004795",NA,1
"NORTHWEST CASTING SERVICE INC","11618 NE SUMNER ST, PORTLAND, OR 97220","onsite_storage_087866",NA,1
"PORTLAND CITY OF","3600 N HAYDEN ISLAND DR, PORTLAND, OR 97203","onsite_storage_089696",NA,1
"ESCO CORPORATION","2211 NW BREWER ST, PORTLAND, OR 97210","onsite_storage_003222",NA,1
"HERTZ CORP","4939 NE COLUMBIA BLVD, PORTLAND, OR 97218","onsite_storage_021052",NA,1
"DANNER SHOE MFG CO","18201 NE PORTAL WAY STE 101, PORTLAND, OR 97230","onsite_storage_002359",NA,1
"ROCKWOOD WATER PUD","19601 NE HALSEY, PORTLAND, OR 97230","onsite_storage_033717",NA,1
"WIDMER BROTHERS BREWING CO","1 N CENTER CT, PORTLAND, OR 97208","onsite_storage_065511",NA,1
"BUSHWACKER INC","6710 N CATLIN ST, PORTLAND, OR 97203","onsite_storage_003221",NA,1
"DEGESCH AMERICA INC","14024 NE AIRPORT WAY, PORTLAND, OR 97230","onsite_storage_021363",NA,1
"STENNO CARBON CO INC","6600 N ST LOUIS AVE, PORTLAND, OR 97203","onsite_storage_002549",NA,1
"BRIDGEPORT BREWING","4468 NW YEON, PORTLAND, OR 97210","onsite_storage_089391",NA,1
"GRESHAM SANITARY SERVICE","2131 NW BIRDSDALE AVE, GRESHAM, OR 97030","onsite_storage_033837",NA,1
"WILLAMETTE FENCE CO INC","11304 NE MARX, PORTLAND, OR 97220","onsite_storage_070503",NA,1
"SEARS","12402 NE MARX ST BLDG 3, PORTLAND, OR 97230","onsite_storage_084195",NA,1
"DEL MONTE FRESH PRODUCE NA INC","9243 N RIVERGATE BLVD, PORTLAND, OR 97203","onsite_storage_024812",NA,1
"FOUR DECADES JEWELRY MFG","534 SW 3RD STE 602, PORTLAND, OR 97204","onsite_storage_000363",NA,1
"OWENS CORNING ROOFING AND ASPHALT LLC","3750 NW YEON & 3605 NW, PORTLAND, OR 97210","onsite_storage_000384",NA,1
"DAIMLER TRUCKS NORTH AMERICA","4730 N LAGOON, PORTLAND, OR 97217","onsite_storage_104253",NA,1
"BERG CHRISTIAN ENTERPRISES","4525 SE 63RD AVE, PORTLAND, OR 97206","onsite_storage_004544",NA,1
"TEC EQUIPMENT","750 NE COLUMBIA BLVD, PORTLAND, OR 97211","onsite_storage_024283",NA,1
"PORTLAND BOTTLING COMPANY","1321 NE COUCH ST, PORTLAND, OR 97232","onsite_storage_020132",NA,1
"SAPA PROFILES INC","2210 NE RIVER SIDE WAY, PORTLAND, OR 97211","onsite_storage_024044",NA,1
"UROBOROS GLASS STUDIOS","2139 N KERBY AVE, PORTLAND, OR 97227","onsite_storage_004489",NA,1
"COLUMBIA CROSSINGS LLC","1940 N JANTZEN AVE, PORTLAND, OR 97217","onsite_storage_061910",NA,1
"RIVERSIDE GOLF & COUNTRY CLUB","2521 NE ELROD, PORTLAND, OR 97211","onsite_storage_024070",NA,1
"PORTLAND FOUNDRY INC","7715 NE 21ST AVE BLDG C, PORTLAND, OR 97211","onsite_storage_024067",NA,1
"METRO REGIONAL GOVERNMENT","6161 NW 61ST AVE, PORTLAND, OR 97210","onsite_storage_024770",NA,1
"VERIZON BUSINESS","707 SW WASHINGTON ST STE 300, PORTLAND, OR 97205","onsite_storage_020014",NA,1
"POLY FLOW LLC","2668 NE RIVERSIDE WAY, PORTLAND, OR 97211","onsite_storage_086849",NA,1
"SUNSHINE DAIRY","801 NE 21ST, PORTLAND, OR 97232","onsite_storage_000061",NA,1
"OSMOSE UTILITIES SERVICES INC","10747 NE SIMPSON AVE, PORTLAND, OR 97220","onsite_storage_024600",NA,1
"OWENS CORNING ROOFING AND ASPHALT LLC","11910 NW ST HELENS RD, PORTLAND, OR 97231","onsite_storage_019133",NA,1
"TUBE SPECIALTIES CO","1459 NW SUNDIAL RD, TROUTDALE, OR 97060","onsite_storage_004780",NA,1
"COLOR FX","7561 NE 33RD DR, PORTLAND, OR 97211","onsite_storage_086246",NA,1
"PORTLAND COMMUNITY COLLEGE","2315 SE 82ND AVE, PORTLAND, OR 97215","onsite_storage_042825",NA,1
"KAISER PERMANENTE","3600 N INTERSTATE AVE, PORTLAND, OR 97227","onsite_storage_000024",NA,1
"PORTLAND CITY OF","6445 SE SALMON ST, PORTLAND, OR 97215","onsite_storage_019529",NA,1
"PORTLAND CITY OF","2521 SW MURRAY, PORTLAND, OR 97201","onsite_storage_019531",NA,1
"ROSS ISLAND SAND & GRAVEL","4315 SE MCLOUGHLIN BLVD, PORTLAND, OR 97202","onsite_storage_004698",NA,1
"PENTAGON TECHNOLOGIES GROUP INC","5830 NE 112TH AVE, PORTLAND, OR 97220","onsite_storage_086671",NA,1
"PYRAMID BREWING INC","2730 NW 31ST AVE, PORTLAND, OR 97210","onsite_storage_024339",NA,1
"BLUE BEACON OF PORTLAND","10244 N VANCOUVER WAY, PORTLAND, OR 97217","onsite_storage_024334",NA,1
"PORTLAND CITY OF","16400 NE AIRPORT WAY, PORTLAND, OR 97230","onsite_storage_019526",NA,1
"PORTLAND CITY OF","3150 N MISSISSIPPI, PORTLAND, OR 97227","onsite_storage_019560",NA,1
"ROSS ISLAND SAND & GRAVEL CO","4315 SE MCLOUGHLIN BLVD, PORTLAND, OR 97202","onsite_storage_004702",NA,1
"MULTNOMAH UNIVERSITY","8435 NE GLISAN, PORTLAND, OR 97220","onsite_storage_042792",NA,1
"UNIVERSITY OF PORTLAND","5000 N WILLAMETTE BLVD, PORTLAND, OR 97203","onsite_storage_042786",NA,1
"PORTLAND CITY OF","1221 SW 1ST AVE, PORTLAND, OR 97204","onsite_storage_024424",NA,1
"JL INDUSTRIES INC","802 SE 199TH AVE, PORTLAND, OR 97233","onsite_storage_000195",NA,1
"ROSS ISLAND SAND & GRAVEL CO","2611 SE 4TH AVE, PORTLAND, OR 97214","onsite_storage_004700",NA,1
"PORTLAND WATERBUREAU","6704 SE COTTRELL RD, GRESHAM, OR 97080","onsite_storage_019525",NA,1
"PARDUE RESTORATION","3427 SE 22ND, PORTLAND, OR 97202","onsite_storage_067019",NA,1
"BRIDGETOWN PRINTING CO","5300 N CHANNEL AVE, PORTLAND, OR 97217","onsite_storage_001207",NA,1
"FLINT GROUP NORTH AMERICA","10653 N LOMBARD ST, PORTLAND, OR 97203","onsite_storage_004211",NA,1
"WILL H KNOX CO INC","6034 NE 60TH AVE, PORTLAND, OR 97218","onsite_storage_026908",NA,1
"ROSE HEATING COMPANY","9945 NE 6TH DR, PORTLAND, OR 97211","onsite_storage_027093",NA,1
"INTEGRATED POWER SERVICES LLC","2315 NW 21ST PL, PORTLAND, OR 97210","onsite_storage_001301",NA,1
"PACIFIC PAPER TUBE INC","8611 N COLUMBIA BLVD, PORTLAND, OR 97203","onsite_storage_084882",NA,1
"WIDMER BROS BREWING CO","929 N RUSSELL ST, PORTLAND, OR 97227","onsite_storage_004250",NA,1
"TCI AMERICA","9222 N HARBORGATE ST, PORTLAND, OR 97203","onsite_storage_020389",NA,1
"SHELL CORE SPECIALTIES","2516 NW 29TH AVE BLDG 8, PORTLAND, OR 97210","onsite_storage_001009",NA,1
"MILLER PAINT COMPANY INC","12730 NE WHITAKER WAY, PORTLAND, OR 97230","onsite_storage_001198",NA,1
"PORTLAND POWDER COATING INC","4740 SE 25TH AVE, PORTLAND, OR 97202","onsite_storage_027502",NA,1
"LANDCARE","22901 NE SANDY BLVD, FAIRVIEW, OR 97024","onsite_storage_020536",NA,1
"GRIFFITH RUBBER MILLS","2625 NW INDUSTRIAL, PORTLAND, OR 97210","onsite_storage_004033",NA,1
"SUNSHINE DAIRY","8440 NE HALSEY, PORTLAND, OR 97220","onsite_storage_023276",NA,1
"TRIMET","4400 SE 17TH AVE, PORTLAND, OR 97202","onsite_storage_020460",NA,1
"TRIMET","9800 SE POWELL BLVD, PORTLAND, OR 97266","onsite_storage_020461",NA,1
"TRIMET","2222 NW ELEVEN MILE AVE, GRESHAM, OR 97030","onsite_storage_020465",NA,1
"GENERAL GLASS COMPANY INC","6763 NE 59TH PL STE 7, PORTLAND, OR 97218","onsite_storage_062134",NA,1
"MACS RADIATOR","4332 SE 62ND RD, PORTLAND, OR 97206","onsite_storage_062154",NA,1
"CHRISTENSON OIL","16200 SW 72ND AVE, PORTLAND, OR 97224","onsite_storage_023853",NA,1
"NRC ENVIRONMENTAL SERVICES INC","6211 N ENSIGN ST, PORTLAND, OR 97217","onsite_storage_023870",NA,1
"PORT OF PORTLAND","999 NW FRONTAGE RD, TROUTDALE, OR 97060","onsite_storage_020276",NA,1
"VENTURA FOODS LLC","9000 NE MARX DR, PORTLAND, OR 97220","onsite_storage_000724",NA,1
"DAVEY TREE EXPERT CO","5838 NE COLUMBIA, PORTLAND, OR 97218","onsite_storage_025498",NA,1
"DARLING INGREDIENTS INC","9901 HURST AVE, PORTLAND, OR 97217","onsite_storage_087112",NA,1
"ANDERSEN CONSTRUCTION CO INC","6712 N CUTTER CIR, PORTLAND, OR 97217","onsite_storage_025956",NA,1
"TOYO TANSO USA INC","2575 NW GRAHAM CIR, TROUTDALE, OR 97060","onsite_storage_020214",NA,1
"SHRINERS HOSPITALS","3101 SW SAM JACKSON PK RD, PORTLAND, OR 97239","onsite_storage_023788",NA,1
"TRIMET","2800 NW NELA AVE, PORTLAND, OR 97210","onsite_storage_023929",NA,1
"DIESEL CAST WEST INC","8100 NE 14TH PL, PORTLAND, OR 97211","onsite_storage_024881",NA,1
"RIP CITY MANAGEMENT","1 N CENTER COURT DR STE 200, PORTLAND, OR 97227","onsite_storage_112054",NA,1
"HOUSE SPIRITS DISTILLERY LLC","65 SE WASHINGTON ST, PORTLAND, OR 97214","onsite_storage_111973",NA,1
"ARCHITECTURAL CASTINGS","4701 SE 24TH AVE, PORTLAND, OR 97202","onsite_storage_119644",NA,1
"SOTELO LAWNCARE COMPANY","6620 N RICHMOND ST, PORTLAND, OR 97203","onsite_storage_109375",NA,1
"ARCTIC GLACIER USA INC","909 N COLUMBIA BLVD STE C, PORTLAND, OR 97217","onsite_storage_112672",NA,1
"REUSABLE CONTAINER COMPANY LLC","7543 N UPLAND DR, PORTLAND, OR 97203","onsite_storage_120558",NA,1
"MARYS HARVEST FRESH FOODS INC","2705 NE ARGYLE ST, PORTLAND, OR 97211","onsite_storage_120539",NA,1
"NATURE SAFE LAND CARE INC","18321 SE GIESE RD, GRESHAM, OR 97030","onsite_storage_120311",NA,1
"TROUTDALE WEST WAREHOUSE","463 PERIMETER WAY DOOR 7, TROUTDALE, OR 97060","onsite_storage_112376",NA,1
"EXPEDITORS INTERNATIONAL OF WA INC","2530 N MARINE DR BLDG C, PORTLAND, OR 97217","onsite_storage_110582",NA,1
"LAKESIDE INDUSTRIES","6400 SE 101ST AVE, PORTLAND, OR 97266","onsite_storage_110850",NA,1
"PRESSURE SAFE LLC","23365 NE HALSEY ST, WOOD VILLAGE, OR 97294","onsite_storage_120913",NA,1
"INDUSTRIAL FUMIGANT COMPANY LLC","21414 NE SANDY BLVD, FAIRVIEW, OR 97024","onsite_storage_120970",NA,1
"AIRPORT TERMINAL SVC INC","7780 NE AIR CARGO RD, PORTLAND, OR 97218","onsite_storage_111143",NA,1
"OREGON SOAP CO","12773 NE WHITAKER WAY, PORTLAND, OR 97230","onsite_storage_120856",NA,1
"ARNPRIOR AEROSPACE PORTLAND INC","17383 NE SACRAMENTO ST, PORTLAND, OR 97230","onsite_storage_120841",NA,1
"COLORCENTRIC CORPORATION","4152 NE 185TH DR, GRESHAM, OR 97230","onsite_storage_118029",NA,1
"ADVANCED PRECISION ANODIZING INC","2233 NE 244TH AVE, WOOD VILLAGE, OR 97060","onsite_storage_118329",NA,1
"GALVANIZERS COMPANY","2455 NW 29TH AVE, PORTLAND, OR 97210","onsite_storage_114191",NA,1
"RECOLOGY OREGON RECOVERY INC","6161 NW 61ST AVE, PORTLAND, OR 97210","onsite_storage_118041",NA,1
"METRO","4825 N BASIN AVE, PORTLAND, OR 97217","onsite_storage_118059",NA,1
"OREGON CRYSTAL TECHNOLOGIES","17905 NE SANDY BLVD, GRESHAM, OR 97230","onsite_storage_119028",NA,1
"PORTLAND BOTTLING COMPANY","234 NE 12TH AVE, PORTLAND, OR 97232","onsite_storage_118105",NA,1
"PORT OF PORTLAND","6440 NE 82ND AVE, PORTLAND, OR 97208","onsite_storage_114159",NA,1
"BLAST ALL FINISHING LLC","3900 NE BRYANT ST, PORTLAND, OR 97211","onsite_storage_120070",NA,1
"ACRYLIC TECHNOLOGIES INC","8914 NE ALDERWOOD RD, PORTLAND, OR 97220","onsite_storage_115350",NA,1
"PORTLAND CHIMNEY INC","1439 SE 122ND AVE, PORTLAND, OR 97233","onsite_storage_117231",NA,1
"C F PLASTICS INC","2630B SE 39TH LOOP, HILLSBORO, OR 97123","onsite_storage_003863",NA,1
"INTEL CORPORATION","23225 NW EVERGREEN PKWY, HILLSBORO, OR 97124","onsite_storage_081739",NA,1
"HINES GROWERS INC","45296 SW RITCHEY RD, FOREST GROVE, OR 97116","onsite_storage_020488",NA,1
"CASCADE MICROTECH","9100 SW GEMINI, BEAVERTON, OR 97008","onsite_storage_062263",NA,1
"TIGARD-TUALATIN SCHOOL DIST23J","9000 SW DURHAM RD, TIGARD, OR 97224","onsite_storage_041897",NA,1
"INTEL CORPORATION","2501 229TH AVE NW, HILLSBORO, OR 97124","onsite_storage_062201",NA,1
"MCKAY CREEK GOLF COURSE INC","1416 NW JACKSON ST, HILLSBORO, OR 97124","onsite_storage_062862",NA,1
"KAISER PERMANENTE","19185 SW 90TH, TUALATIN, OR 97062","onsite_storage_082085",NA,1
"PRO-GRO MIXES INC","26045 SW GRAHAMS FERRY RD, SHERWOOD, OR 97140","onsite_storage_003783",NA,1
"PORT OF PORTLAND","1040 NE 25TH, HILLSBORO, OR 97214","onsite_storage_020813",NA,1
"BARRIER CORPORATION","9908 SW TIGARD ST, TIGARD, OR 97223","onsite_storage_003667",NA,1
"TEKTRONIX INC","13600 SW KARL BRAUN DR, BEAVERTON, OR 97077","onsite_storage_020854",NA,1
"TRIMET","16130 SW MERLO RD, BEAVERTON, OR 97006","onsite_storage_039678",NA,1
"GROUNDS MAINTENANCE OF OR INC","23050 SW 82ND AVE, TUALATIN, OR 97062","onsite_storage_009385",NA,1
"TUALATIN HILLS PARK & REC","3500 SW 78TH, PORTLAND, OR 97225","onsite_storage_019090",NA,1
"TUALATIN HILLS PARK & REC","18300 NW PARKVIEW BLVD, PORTLAND, OR 97229","onsite_storage_019089",NA,1
"PROFESSIONAL GROUNDS MGMT","28335 NW EVERGREEN RD, HILLSBORO, OR 97124","onsite_storage_060669",NA,1
"TUALATIN COUNTRY CLUB","9145 SW TUALATIN RD, TUALATIN, OR 97062","onsite_storage_043236",NA,1
"PORTLAND GOLF CLUB","5900 SW SCHOLLS FERRY RD, PORTLAND, OR 97225","onsite_storage_043233",NA,1
"CASCADE SYSTEMS TECHNOLOGY INC","23176 NW BENNETT ST, HILLSBORO, OR 97124","onsite_storage_043081",NA,1
"TOSOH QUARTZ","14380 NW SCIENCE PARK DR, PORTLAND, OR 97229","onsite_storage_004767",NA,1
"TUALATIN HILLS PARK & REC","15707 SW WALKER RD, BEAVERTON, OR 97006","onsite_storage_019093",NA,1
"TEKTRONIX INC","13955 SW TERMAN DR, BEAVERTON, OR 97077","onsite_storage_019110",NA,1
"TUALATIN HILLS PARK & REC","7300 SW SCHOLLS FERRY RD, BEAVERTON, OR 97008","onsite_storage_019094",NA,1
"TEKTRONIX INC","13900 SW KARL BRAUN DR, BEAVERTON, OR 97007","onsite_storage_019108",NA,1
"TEKTRONIX INC","13700 SW KARL BRAUN DR, BEAVERTON, OR 97005","onsite_storage_019107",NA,1
"PACIFIC FOODS OF OREGON INC","9735 SW TUALATIN SHRWD RD, TUALATIN, OR 97062","onsite_storage_080776",NA,1
"PACIFIC FOODS OF OREGON INC","19300 SW TETON AVE, TUALATIN, OR 97062","onsite_storage_080777",NA,1
"OHSU","505 NW 185TH AVE, BEAVERTON, OR 97006","onsite_storage_018856",NA,1
"HILLSBORO CITY OF","953 SE MAPLE ST, HILLSBORO, OR 97123","onsite_storage_080899",NA,1
"FOREST HILLS GOLF COURSE","36260 SW TONGUE LN, CORNELIUS, OR 97113","onsite_storage_043255",NA,1
"OREGON BERRY PACKING INC","6000 SW MINTER BRIDGE RD, HILLSBORO, OR 97123","onsite_storage_018977",NA,1
"KING CITY GOLF COURSE","16060 SW KING CHARLES, PORTLAND, OR 97224","onsite_storage_043259",NA,1
"BPA","4123 NW RICKEY TERR, HILLSBORO, OR 97124","onsite_storage_019182",NA,1
"JAE OREGON INC","11555 SW LEVETON DR, TUALATIN, OR 97062","onsite_storage_020025",NA,1
"SUBURBAN PLATING LLC","13019 SW HERMAN RD, TUALATIN, OR 97062","onsite_storage_104456",NA,1
"WESTERN INDUST CERAMICS","10725 SW TUALATIN SHRWD RD, TUALATIN, OR 97062","onsite_storage_004486",NA,1
"GRIFFITH POLYMERS INC","10500 SW MANHASSET DR, TUALATIN, OR 97062","onsite_storage_004173",NA,1
"KNIFE RIVER","699 SW WOOD ST, HILLSBORO, OR 97123","onsite_storage_104705",NA,1
"PACIFIC FOODS OF OREGON INC","19550 SW 97TH AVE, TUALATIN, OR 97062","onsite_storage_062084",NA,1
"TUALATIN VALLEY WATER DISTRICT","9500 SW INGLEWOOD, BEAVERTON, OR 97225","onsite_storage_019497",NA,1
"TUALATIN VALLEY WATER DISTRICT","11285 SW CENTER ST, BEAVERTON, OR 97005","onsite_storage_019498",NA,1
"MORSE BROTHERS INC","12000 SW TONQUIN RD, SHERWOOD, OR 97140","onsite_storage_004543",NA,1
"ALLIANCE PACKAGING","23035 NW JACOBSON DR, HILLSBORO, OR 97124","onsite_storage_004620",NA,1
"H W METAL PRODUCTS","19480 SW 118TH, TUALATIN, OR 97062","onsite_storage_004602",NA,1
"TVT DIE CASTING & MFG INC","7330 SW LANDMARK LN, PORTLAND, OR 97224","onsite_storage_001476",NA,1
"BEAVERTON CITY OF","9600 SW ALLEN BLVD, BEAVERTON, OR 97005","onsite_storage_063743",NA,1
"ROCKMORE INTERNATIONAL INC","10065 SW COMMERCE CIR, WILSONVILLE, OR 97070","onsite_storage_001199",NA,1
"POWDER TECH INC","9900 SW HERMAN RD, TUALATIN, OR 97062","onsite_storage_068051",NA,1
"TRANE OREGON SERVICE CO","7257 SW KABLE LN, PORTLAND, OR 97224","onsite_storage_026672",NA,1
"TUALATIN VALLEY WATER DISTRICT","2787 SW 75TH, HILLSBORO, OR 97123","onsite_storage_068104",NA,1
"BALZER PAINTING INC","19405 SW 125TH CT, TUALATIN, OR 97062","onsite_storage_027749",NA,1
"WILLAMETTE RESOURCES INC","10295 SW RIDDER RD, WILSONVILLE, OR 97070","onsite_storage_022834",NA,1
"SUNBURST PRODUCTS INC","10054 SW ARCTIC DR, BEAVERTON, OR 97005","onsite_storage_031364",NA,1
"ELECTRO SCIENTIFIC INDUSTRIES","13900 NW SCIENCE PARK DR, PORTLAND, OR 97229","onsite_storage_068495",NA,1
"THERM-TEC INC","20525 CIPOLE RD, SHERWOOD, OR 97140","onsite_storage_001925",NA,1
"GM NAMEPLATE","13725 SW MILLIKAN WAY, BEAVERTON, OR 97005","onsite_storage_031458",NA,1
"INTERNATIONAL PAPER","5800 SW WESTERN, BEAVERTON, OR 97005","onsite_storage_030561",NA,1
"INSERTA FITTINGS CO","3707 24TH AVE, FOREST GROVE, OR 97116","onsite_storage_031728",NA,1
"HAZELNUT GROWERS WESTNUT LLC","401 N 26TH AVE, CORNELIUS, OR 97113","onsite_storage_029683",NA,1
"CHICK A DEE GARDENS NURSERY INC","24130 SW GRAHAMS FERRY RD, SHERWOOD, OR 97140","onsite_storage_022617",NA,1
"AIR LIQUIDE AMERICA","10450 SW TUALATIN SHRWD RD, TUALATIN, OR 97062","onsite_storage_001795",NA,1
"R & S NURSERY INC","28159 SW RAYNARD RD, HILLSBORO, OR 97123","onsite_storage_022519",NA,1
"GOLD HILL NURSERY LLC","24700 SW TILE FLAT RD, HILLSBORO, OR 97123","onsite_storage_022518",NA,1
"OLIGOS ETC INC","9775 SW COMMERCE CIR STE C-6, WILSONVILLE, OR 97070","onsite_storage_022514",NA,1
"STANDARD MULTIWALL BAG MFG CO","1800 SW MERLO, BEAVERTON, OR 97006","onsite_storage_030558",NA,1
"FUJIMI CORPORATION","11200 SW LEVETON DR, TUALATIN, OR 97062","onsite_storage_066267",NA,1
"BONITA PIONEER PACKAGING","7400 SW LANDMARK LN, PORTLAND, OR 97224","onsite_storage_024003",NA,1
"RELIABLE TRANSMISSION","3695 SW 185TH AVE, ALOHA, OR 97078","onsite_storage_023967",NA,1
"WOODFOLD MFG INC","1811 18TH AVE, FOREST GROVE, OR 97116","onsite_storage_000522",NA,1
"ARCIS CORP","10680 NW 289TH PL, NORTH PLAINS, OR 97133","onsite_storage_085152",NA,1
"GENERAL TREE SERVICE","6795 SW 111TH AVE, BEAVERTON, OR 97008","onsite_storage_025656",NA,1
"PGE","2213 SW 153RD DR, BEAVERTON, OR 97006","onsite_storage_067071",NA,1
"COFFEE CREEK CORRECTIONAL FACILITY","24499 SW GRAHAMS FERRY RD, WILSONVILLE, OR 97070","onsite_storage_087091",NA,1
"TUALATIN VALLEY WATER DISTRICT","4735 CORNELIUS PASS RD, HILLSBORO, OR 97124","onsite_storage_085183",NA,1
"BARRIER CORPORATION","9814 SW TIGARD ST, TIGARD, OR 97223","onsite_storage_084614",NA,1
"BANKS MANUFACTURING LLC","13662 NW COMMERCE ST, BANKS, OR 97106","onsite_storage_001018",NA,1
"JIFFY LUBE","15930 SW TUALATIN SHRWD RD, SHERWOOD, OR 97140","onsite_storage_086956",NA,1
"CLEAN WATER SERVICES","2025 SW MERLO CT, BEAVERTON, OR 97006","onsite_storage_023586",NA,1
"NORTEK AIR SOLUTIONS","19855 SW 124TH AVE, TUALATIN, OR 97062","onsite_storage_085414",NA,1
"TUFCOAT","12345 SW MYSLONY ST, TUALATIN, OR 97062","onsite_storage_000862",NA,1
"AMMCON CORP","21450 W UNION RD, HILLSBORO, OR 97124","onsite_storage_000889",NA,1
"OREGON COLLEGE OF ART & CRAFT","8245 SW BARNES RD, PORTLAND, OR 97225","onsite_storage_087052",NA,1
"DEQ","3150 NW 229TH AVE STE 150, HILLSBORO, OR 97124","onsite_storage_002842",NA,1
"PRINTGRAPHICS INC","10950 SW 5TH ST STE 310, BEAVERTON, OR 97005","onsite_storage_003024",NA,1
"SUMITOMO ELECTRIC SEMICONDUCT","7230 NW EVERGREEN PKWY, HILLSBORO, OR 97124","onsite_storage_083176",NA,1
"COLUMBIA CORRUGATED BOX CO INC","12777 SW TUALATIN SHRWD RD, TUALATIN, OR 97062","onsite_storage_003238",NA,1
