"Company","Address","More Info URL"
"UNIVERSAL APPLICATORS INC","10111 NE 6th Dr, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_059655"
"COLUMBIA FORGE & MACHINE","8424 N Crawford St, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_005730"
"ODA","1207 NW Naito Pkwy #204, Portland, OR 97209, USA","www.portlandcleanair.org/onsite_storage_017993"
"GLACIER NORTHWEST INC","2172 NW Marine Dr, Troutdale, OR 97060, USA","www.portlandcleanair.org/onsite_storage_080753"
"SIMONDS INTERNATIONAL","2700 SE Tacoma St, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_005722"
"PORTLAND SCHOOL DISTRICT 1J","1151 SW Vermont St, Portland, OR 97219, USA","www.portlandcleanair.org/onsite_storage_017483"
"CH MURPHY-CLARK-ULLMAN","5458 N Channel Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_080782"
"REYNOLDS SCHOOL DISTRICT 7","1698 SW Cherry Park Rd, Troutdale, OR 97060, USA","www.portlandcleanair.org/onsite_storage_017572"
"TUBULAR SOLUTIONS INC","Mountain Cycle in Portland, OR, USA, 2690 NW Nicolai St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_092290"
"B & B METAL","11309 NE Holman St, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_005516"
"TCI AMERICA","13135 N Woodrush Way, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_103497"
"LLOYD CENTER ICE CHALET","953 Lloyd Center, Portland, OR 97232, USA","www.portlandcleanair.org/onsite_storage_092402"
"CENTURYLINK","707 SW Washington St E400, Portland, OR 97205, USA","www.portlandcleanair.org/onsite_storage_078559"
"PORTLAND SCHOOL DISTRICT 1J","6801 SE 60th Ave, Portland, OR 97206, USA","www.portlandcleanair.org/onsite_storage_017460"
"BRIDGETOWN CORES INC","900 N Columbia Blvd, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_078745"
"MULTNOMAH COUNTY","1620 SE 190th Ave, Portland, OR 97233, USA","www.portlandcleanair.org/onsite_storage_018919"
"KNIFE RIVER","12222 NW Marina Way, Portland, OR 97231, USA","www.portlandcleanair.org/onsite_storage_103363"
"AMERICAN METAL CLEANING INC","9940 N Vancouver Way, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_018818"
"KAISER PERMANENTE","3715 N Interstate Ave, Portland, OR 97227, USA","www.portlandcleanair.org/onsite_storage_072459"
"JALISCO AUTO SERVICE","2368 NW Burnside Rd, Portland, OR 97233, USA","www.portlandcleanair.org/onsite_storage_102901"
"WOOD-KOTE PRODUCTS INC","8000 NE 14th Pl, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_005603"
"HERON LAKES GOLF COURSE","3500 N Victory Blvd, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_043257"
"PACIFICA INC","3135 NW Industrial St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_072515"
"DSU-PETERBILT & GMC INC","5555 N Lagoon Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_017939"
"BOYD COFFEE CO","19730 NE Sandy Blvd, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_005221"
"FRED MEYER STORES INC","3800 SE 22nd Ave, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_017715"
"KAISER PERMANENTE","7201 N Interstate Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_072460"
"TEENY FOODS","3434 NE 170th Pl, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_007454"
"MCQUIGGINS INC","4505 SE 23rd Ave, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_055514"
"TRILLIUM LUMBER CO","9089 N Denver Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_007628"
"DREW PAINTS INC","1525 NW 23rd Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_007964"
"ANDERSON ROOFING CO INC","5885 NW St Helens Rd, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_013064"
"METRO SAFETY & FIRE INC","14324 SE Stark St, Portland, OR 97233, USA","www.portlandcleanair.org/onsite_storage_055635"
"YMCA CAMP COLLINS","3001 SE Oxbow Pkwy, Gresham, OR 97080, USA","www.portlandcleanair.org/onsite_storage_095647"
"GREAT WESTERN INK INC","2100 NW 22nd Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_006873"
"TROUTDALE SAND & GRAVEL","2205 NE 244th Ave, Wood Village, OR 97060, USA","www.portlandcleanair.org/onsite_storage_006838"
"APOLLO CHEMICAL & EQUIPMENT CO","6647 NE 47th Ave, Portland, OR 97218, USA","www.portlandcleanair.org/onsite_storage_007104"
"SAPA PROFILES INC","7933 NE 21st Ave, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_007099"
"A & B SHEET METAL WORKS LLC","5410 NE 109th Ave, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_049203"
"MOUNT HOOD MEDICAL CENTER","24800 SE Stark St, Gresham, OR 97030, USA","www.portlandcleanair.org/onsite_storage_055871"
"MOUNT HOOD COMMUNITY COLLEGE","26000 SE Stark St, Gresham, OR 97030, USA","www.portlandcleanair.org/onsite_storage_006899"
"UNIFIRST CORP LOC 335","14321 NE Whitaker Way, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_010076"
"DAIMLER TRUCKS NORTH AMERICA","5115 N Lagoon Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_010204"
"DANNON COMPANY THE","5858 NE 87th Ave, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_054136"
"ABBYS AUTO BODY SHOP INC","7835 SW 37th Ave, Portland, OR 97219, USA","www.portlandcleanair.org/onsite_storage_010488"
"DU TRUCK SERVICE INC","8900 N Vancouver Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_098745"
"MACS RADIATOR & REPAIR INC","6147 SE Foster Rd, Portland, OR 97206, USA","www.portlandcleanair.org/onsite_storage_009610"
"HOGAN FAB INC","5722 SE Johnson Creek Blvd, Portland, OR 97206, USA","www.portlandcleanair.org/onsite_storage_053875"
"PORTLAND SCHOOL DISTRICT 1J","501 N Dixon St, Portland, OR 97227, USA","www.portlandcleanair.org/onsite_storage_009682"
"CITY RADIATOR INC","1420 NW Everett St, Portland, OR 97209, USA","www.portlandcleanair.org/onsite_storage_009778"
"TUBE FORGINGS OF AMERICA INC","5200 NW Front Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_008312"
"SCHOOL SPECIALTY CO OF OREGON","1035 SE 3rd Ave, Portland, OR 97214, USA","www.portlandcleanair.org/onsite_storage_008510"
"EDGEFIELD BREWERY","2126 SW Halsey St, Troutdale, OR 97060, USA","www.portlandcleanair.org/onsite_storage_052387"
"BULLSEYE GLASS CO","3743 SE 21st Ave, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_099338"
"WESTERN INTEGRATED TECHNOLGIES","8900 N Ramsey Blvd, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_008398"
"PORTLAND CITY OF","2929 N Kerby Ave, Portland, OR 97227, USA","www.portlandcleanair.org/onsite_storage_011500"
"WILLIAMS FORM ENGINEERING","7601 N Columbia Blvd, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_011450"
"ART CRAFT SILVERSMITH","3111 SE 13th Ave #500, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_047602"
"ENERSYS","4226 NE 161st Ave STE A, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_047480"
"ODOT","9637 SW 35th Ave, Portland, OR 97219, USA","www.portlandcleanair.org/onsite_storage_006126"
"FXI INC","19241 NE San Rafael St, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_048137"
"NEW SYSTEM LAUNDRY","432 NE 10th Ave, Portland, OR 97232, USA","www.portlandcleanair.org/onsite_storage_048248"
"SUPERIOR TANK WASH INC","5741 NE 92nd Dr, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_076826"
"COCA-COLA COMPANY THE","2710 NE Davis St, Portland, OR 97232, USA","www.portlandcleanair.org/onsite_storage_016372"
"GAMBLIN ARTISTS COLORS CO","323 SE Division Pl, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_048129"
"CINTAS CORPORATION","9045 N Ramsey Blvd, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_046922"
"BELTSERVICE CORP","13327 N Woodrush Way, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_006213"
"GANS INK & SUPPY CO","3448 NW Yeon Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_046389"
"GALVANIZERS","Ware house Building in Portland, OR, USA, 2427 NW 30th Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_046015"
"INTEGRA TELECOM INC","400 SW Sixth Avenue, 400 SW 6th Ave #500, Portland, OR 97204, USA","www.portlandcleanair.org/onsite_storage_093595"
"ADVANCED POWDER COATING INC","8969 SE 58th Ave, Portland, OR 97206, USA","www.portlandcleanair.org/onsite_storage_101198"
"BRANDWATCH TECHNOLOGIES INC","5921 N Marine Dr, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_093714"
"COLLIER MANUFACTURING LLC","1891 NW Commerce Ct, Troutdale, OR 97060, USA","www.portlandcleanair.org/onsite_storage_101154"
"SAFELITE AUTO GLASS","5119 NE 158th Ave, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_046774"
"MORASCH MEATS INC","4050 NE 158th Ave, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_046526"
"KING CYCLE GROUP","2801 NW Nela St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_094420"
"USACE","I-84, Cascade Locks, OR, USA","www.portlandcleanair.org/onsite_storage_016652"
"HYDRA-POWER SYSTEMS INC","5445 NE 122nd Ave, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_006657"
"PERMACOLD ENGINEERING INC","3005 NE Argyle St, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_048681"
"WESTERN GROUP THE","4025 NW Express Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_006525"
"MULTNOMAH COUNTY TRANSPORT DIV","1403 SE Water Ave, Portland, OR 97214, USA","www.portlandcleanair.org/onsite_storage_048652"
"NW BRASS & ALUM FOUNDRY","10707 SE Knight St, Portland, OR 97266, USA","www.portlandcleanair.org/onsite_storage_056183"
"CASCADE CORPORATION","2207 NE 201st Ave, Fairview, OR 97024, USA","www.portlandcleanair.org/onsite_storage_048760"
"KANTO CORPORATION INC","13424 N Woodrush Way, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_048518"
"ALS TRIBOLOBY","4943 NW Front Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_048391"
"PELLA VINYL","18722 NE Wilkes Rd, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_095378"
"NORTHWEST RETREADERS","19004 NE San Rafael St, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_015898"
"GRESHAM-BARLOW SCHOOL DIST 10J","5105 SE 302nd Ave, Gresham, OR 97080, USA","www.portlandcleanair.org/onsite_storage_048594"
"REED ELECTRIC COMPANY","2539 NW Vaughn St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_006476"
"USACE","8010 NW St Helens Rd, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_048620"
"GRESHAM-BARLOW SCHOOL DIST 10J","1200 N Main Ave, Gresham, OR 97030, USA","www.portlandcleanair.org/onsite_storage_048595"
"STACK METALLURGICAL SERVICES","5938 N Basin Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_048537"
"ODOT","12348 N Center Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_006441"
"TIDEE-DIDEE DIAPER SERVICE","6011 SE 92nd Ave, Portland, OR 97266, USA","www.portlandcleanair.org/onsite_storage_037951"
"REJUVENATION INC","2550 NW Nicolai St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_068652"
"HIGH-TEMP NW INC","14025 N Rivergate Blvd, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_003506"
"JOHNSON CONCRETE PRODUCTS","6500 SE Johnson Creek Blvd, Portland, OR 97206, USA","www.portlandcleanair.org/onsite_storage_003480"
"TROUTDALE TRANSFER STATION","869 NW Eastwind Dr, Troutdale, OR 97060, USA","www.portlandcleanair.org/onsite_storage_066099"
"PENSKE TRUCK LEASING","2800 NW Nela St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_068701"
"PORTLAND HOSPITAL SERVICE","18440 NE Portal Way, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_037567"
"ALSCO AMERICAN LINEN","1755 NE Argyle St, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_068480"
"WRIGHT BUSINESS GRAPHICS","18440 NE San Rafael St, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_002126"
"M & N PLASTICS","38 SE 97th Ave, Portland, OR 97216, USA","www.portlandcleanair.org/onsite_storage_002141"
"BLACKLINE INC","2425 NW St Helens Rd, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_031969"
"LEVEL 3 COMMUNICATIONS INC","1335 NW Northrup St, Portland, OR 97209, USA","www.portlandcleanair.org/onsite_storage_082693"
"HEXION INC","10915 N Lombard St, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_003333"
"AAA PRECIOUS METALS","9908 SE Ash St, Portland, OR 97216, USA","www.portlandcleanair.org/onsite_storage_003461"
"GUTTERMANS SUPPLY CORP OF AMER","1620 NE Argyle Dr, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_022303"
"GUNDERSON LLC","4350 NW Front Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_002314"
"IMPERIAL BROWN INC","2271 NE 194th Ave, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_003437"
"UNITED AIRLINES","8121 NE Airport Way, Portland, OR 97218, USA","www.portlandcleanair.org/onsite_storage_062392"
"DIVERSIFIED MARINE INC","1801 N Marine Dr, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_022914"
"B C GRAPHIC","3155 NW Yeon Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_022901"
"PORTLAND BOLT & MFG CO","3441 NW Guam St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_003786"
"SPECIAL ASPHALT PRODUCTS","3537 NW St Helens Rd, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_031418"
"PORTLAND COMMUNITY COLLEGE","705 N Killingsworth St, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_020736"
"ROCKTENN CP LLC","9930 N Burgard Way, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_003929"
"EASTMORELAND GOLF COURSE","2659 SE Tacoma St, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_041787"
"CORBETT WATER DISTRICT","48000 Donahue Rd, Corbett, OR 97019, USA","www.portlandcleanair.org/onsite_storage_062264"
"EVONIK CORPORATION","19250 NE Portal Way, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_081907"
"BROADMOOR GOLF COURSE","3509 NE Columbia Blvd, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_041835"
"GLENDOVEER GOLF LLC","14015 NE Glisan St, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_041833"
"COMCAST CABLE COMMUNICATIONS","540 SW Halsey St, Troutdale, OR 97060, USA","www.portlandcleanair.org/onsite_storage_081741"
"ERVIN ENVIRONMENTAL OPERATIONS","Corbett, OR 97019, USA","www.portlandcleanair.org/onsite_storage_082116"
"FLEETWASH INC","5430 N Columbia Ct, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_029588"
"A-1 RENTAL","6412 NE Sandy Blvd, Portland, OR 97213, USA","www.portlandcleanair.org/onsite_storage_062346"
"MOUNTAIN VIEW PRODUCTS LLC","464 NE 219th Ave, Gresham, OR 97030, USA","www.portlandcleanair.org/onsite_storage_066257"
"INK SYSTEMS INC","2901 NW Front Ave STE G, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_031399"
"PCC STRUCTURALS INC","9169 SE 67th Ave, Portland, OR 97206, USA","www.portlandcleanair.org/onsite_storage_022287"
"AMERICAN INKS AND COATINGS CO","2669 NE Riverside Way, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_031401"
"BLOCK GRAPHICS INC","5822 NE Skyport Way, Portland, OR 97218, USA","www.portlandcleanair.org/onsite_storage_003769"
"MOUNT HOOD SOLUTIONS","14546 N Lombard St, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_003764"
"LATITUDES","2425 NE Riverside Way, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_029755"
"UNITED RENTALS NORTHWEST INC","5111 NE 82nd Ave, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_035143"
"OREGON AIRE INC","7715 NE 33rd Dr STE A, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_069148"
"PELLA VINYL","18600 NE Wilkes Rd, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_002621"
"M & N PLASTICS","49 SE 97th Ave, Portland, OR 97216, USA","www.portlandcleanair.org/onsite_storage_087691"
"BODEN STORE FIXTURES INC","10733 NE Marx St #8, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_002649"
"ESSENTIAL WHOLESALE","2211 NW Nicolai St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_089183"
"CONTAINER MANAGEMENT SERVICES","10103 NE Marx St, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_003001"
"AMERICAN HEATING","5035 SE 24th Ave, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_088946"
"DITCHWITCH NORTHWEST","7909 N Upland Dr, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_034901"
"PPV INC","4927 NW Front Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_088364"
"MACS RADIATOR & REPAIR","4320 SE 62nd Ave, Portland, OR 97206, USA","www.portlandcleanair.org/onsite_storage_088332"
"MOVENTAS INC","8823 N Harborgate St, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_088230"
"SCENIC FRUIT COMPANY","7510 SE Altman Rd, Gresham, OR 97080, USA","www.portlandcleanair.org/onsite_storage_004795"
"NORTHWEST CASTING SERVICE INC","11618 NE Sumner St, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_087866"
"PORTLAND CITY OF","3600 N Hayden Island Dr, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_089696"
"ESCO CORPORATION","2211 NW Brewer St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_003222"
"HERTZ CORP","4939 NE Columbia Blvd, Portland, OR 97218, USA","www.portlandcleanair.org/onsite_storage_021052"
"DANNER SHOE MFG CO","18201 NE Portal Way #101, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_002359"
"ROCKWOOD WATER PUD","19601 NE Halsey St, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_033717"
"WIDMER BROTHERS BREWING CO","1 N Center Ct St, Portland, OR 97227, USA","www.portlandcleanair.org/onsite_storage_065511"
"BUSHWACKER INC","6710 N Catlin Ave, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_003221"
"DEGESCH AMERICA INC","14024 NE Airport Way, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_021363"
"STENNO CARBON CO INC","6600 N Saint Louis Ave, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_002549"
"BRIDGEPORT BREWING","4468 NW Yeon Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_089391"
"GRESHAM SANITARY SERVICE","2131 NW Birdsdale Ave, Gresham, OR 97030, USA","www.portlandcleanair.org/onsite_storage_033837"
"WILLAMETTE FENCE CO INC","11304 NE Marx St, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_070503"
"SEARS","12402 NE Marx St BLDG 3, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_084195"
"DEL MONTE FRESH PRODUCE NA INC","9243 N Rivergate Blvd, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_024812"
"FOUR DECADES JEWELRY MFG","534 SW 3rd Ave #602, Portland, OR 97204, USA","www.portlandcleanair.org/onsite_storage_000363"
"OWENS CORNING ROOFING AND ASPHALT LLC","3750 NW Yeon Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_000384"
"DAIMLER TRUCKS NORTH AMERICA","4730 N Lagoon Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_104253"
"BERG CHRISTIAN ENTERPRISES","4525 SE 63rd Ave, Portland, OR 97206, USA","www.portlandcleanair.org/onsite_storage_004544"
"TEC EQUIPMENT","20140715_093026_L10255, 750 NE Columbia Blvd, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_024283"
"PORTLAND BOTTLING COMPANY","1321 NE Couch St, Portland, OR 97232, USA","www.portlandcleanair.org/onsite_storage_020132"
"SAPA PROFILES INC","2210 NE Riverside Way, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_024044"
"UROBOROS GLASS STUDIOS","2139 N Kerby Ave, Portland, OR 97227, USA","www.portlandcleanair.org/onsite_storage_004489"
"COLUMBIA CROSSINGS LLC","1940 N Jantzen Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_061910"
"RIVERSIDE GOLF & COUNTRY CLUB","2521 NE Elrod Dr, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_024070"
"PORTLAND FOUNDRY INC","7715 NE 21st Ave BLDG C, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_024067"
"METRO REGIONAL GOVERNMENT","6161 NW 61st Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_024770"
"VERIZON BUSINESS","707 SW Washington St #300, Portland, OR 97205, USA","www.portlandcleanair.org/onsite_storage_020014"
"POLY FLOW LLC","2668 NE Riverside Way, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_086849"
"SUNSHINE DAIRY","801 NE 21st Ave, Portland, OR 97232, USA","www.portlandcleanair.org/onsite_storage_000061"
"OSMOSE UTILITIES SERVICES INC","10747 NE Simpson St, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_024600"
"TUBE SPECIALTIES CO","1459 NW Sundial Rd, Troutdale, OR 97060, USA","www.portlandcleanair.org/onsite_storage_004780"
"COLOR FX","7561 NE 33rd Dr, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_086246"
"SPRINT NEXTEL CORPORATION","2953 NW St Helens Rd, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_019147"
"PORTLAND COMMUNITY COLLEGE","2315 SE 82nd Ave, Portland, OR 97216, USA","www.portlandcleanair.org/onsite_storage_042825"
"KAISER PERMANENTE","3600 N Interstate Ave, Portland, OR 97227, USA","www.portlandcleanair.org/onsite_storage_000024"
"PORTLAND CITY OF","6445 SE Salmon St, Portland, OR 97215, USA","www.portlandcleanair.org/onsite_storage_019529"
"PORTLAND CITY OF","2521 SW Murray St, Portland, OR 97205, USA","www.portlandcleanair.org/onsite_storage_019531"
"ROSS ISLAND SAND & GRAVEL","4315 SE McLoughlin Blvd, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_004698"
"PENTAGON TECHNOLOGIES GROUP INC","5830 NE 112th Ave, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_086671"
"PYRAMID BREWING INC","2730 NW 31st Ave, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_024339"
"BLUE BEACON OF PORTLAND","10244 N Vancouver Way, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_024334"
"PORTLAND CITY OF","16400 NE Airport Way, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_019526"
"PORTLAND CITY OF","3150 N Mississippi Ave, Portland, OR 97227, USA","www.portlandcleanair.org/onsite_storage_019560"
"ROSS ISLAND SAND & GRAVEL CO","4315 SE McLoughlin Blvd, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_004702"
"MULTNOMAH UNIVERSITY","8435 NE Glisan St, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_042792"
"UNIVERSITY OF PORTLAND","5000 N Willamette Blvd, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_042786"
"PORTLAND CITY OF","1221 SW 1st Ave, Portland, OR 97204, USA","www.portlandcleanair.org/onsite_storage_024424"
"JL INDUSTRIES INC","802 SE 199th Ave, Portland, OR 97233, USA","www.portlandcleanair.org/onsite_storage_000195"
"PORTLAND WATERBUREAU","6704 SE Cottrell Rd, Gresham, OR 97080, USA","www.portlandcleanair.org/onsite_storage_019525"
"PARDUE RESTORATION","3427 SE 22nd Ave, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_067019"
"BRIDGETOWN PRINTING CO","5300 N Channel Ave, Portland, OR 97217, USA","www.portlandcleanair.org/onsite_storage_001207"
"FLINT GROUP NORTH AMERICA","10653 N Lombard St, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_004211"
"WILL H KNOX CO INC","6034 NE 60th Ave, Portland, OR 97218, USA","www.portlandcleanair.org/onsite_storage_026908"
"ROSE HEATING COMPANY","9945 NE 6th Dr, Portland, OR 97211, USA","www.portlandcleanair.org/onsite_storage_027093"
"INTEGRATED POWER SERVICES LLC","2315 NW 21st Pl, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_001301"
"PACIFIC PAPER TUBE INC","8611 N Columbia Blvd, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_084882"
"WIDMER BROS BREWING CO","929 N Russell St, Portland, OR 97227, USA","www.portlandcleanair.org/onsite_storage_004250"
"TCI AMERICA","9222 N Harborgate St, Portland, OR 97203, USA","www.portlandcleanair.org/onsite_storage_020389"
"SHELL CORE SPECIALTIES","2516 NW 29th Ave BLDG 8, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_001009"
"MILLER PAINT COMPANY INC","12730 NE Whitaker Way, Portland, OR 97230, USA","www.portlandcleanair.org/onsite_storage_001198"
"PORTLAND POWDER COATING INC","4740 SE 25th Ave, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_027502"
"LANDCARE","22901 NE Sandy Blvd, Fairview, OR 97024, USA","www.portlandcleanair.org/onsite_storage_020536"
"GRIFFITH RUBBER MILLS","2625 NW Industrial St, Portland, OR 97210, USA","www.portlandcleanair.org/onsite_storage_004033"
"SUNSHINE DAIRY","8440 NE Halsey St, Portland, OR 97220, USA","www.portlandcleanair.org/onsite_storage_023276"
"TRIMET","4400 SE 17th Ave, Portland, OR 97202, USA","www.portlandcleanair.org/onsite_storage_020460"
"TRIMET","9800 SE Powell Blvd, Portland, OR 97266, USA","www.portlandcleanair.org/onsite_storage_020461"
"TRIMET","2222 NW Eleven Mile Ave, Gresham, OR 97030, USA","www.portlandcleanair.org/onsite_storage_020465"
"GENERAL GLASS COMPANY INC","6763 NE 59th Pl #7, Portland, OR 97218, USA","www.portlandcleanair.org/onsite_storage_062134"
"MACS RADIATOR","4332 SE 62nd Ave, Portland, OR 97206, USA","www.portlandcleanair.org/onsite_storage_062154"
"CHRISTENSON OIL","16200 SW 72nd Ave, Tigard, OR 97224, USA","www.portlandcleanair.org/onsite_storage_023853"
